emis	Tp	I_refl	L_1	T_1	x_co2_1	x_co_1	x_h2o_1	x_soot_1	p_1	L_2	T_2	x_co2_2	x_co_2	x_h2o_2	x_soot_2	p_2	L_3	T_3	x_co2_3	x_co_3	x_h2o_3	x_soot_3	p_3	L_4	T_4	x_co2_4	x_co_4	x_h2o_4	x_soot_4	p_4	L_5	T_5	x_co2_5	x_co_5	x_h2o_5	x_soot_5	p_5	
0.25	1200.3573554810068	0.0	1.0	921.092444458705	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2842.222284451518	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2937.9871214948616	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1931.764251378454	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1312.6908356214537	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1003.0576418877649	0.0	1.0	2614.241669150037	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2429.602678704777	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	374.3505353295409	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2054.9490830191826	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2433.8736229072906	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	642.2303010245522	0.0	1.0	976.0708598282353	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2257.3798164795494	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1037.697328610781	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2768.9410558125105	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2660.528307843686	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2788.4709245043778	0.0	1.0	1670.8141739672824	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2100.3234909501984	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2967.543089637622	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1672.6645064418922	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	772.171219283985	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2467.475557941393	0.0	1.0	1067.1027206859862	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2268.39174896198	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	310.2367232072411	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1262.4852477443037	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2945.3519192923864	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2815.4996621477485	0.0	1.0	771.3194928877913	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1973.306089562028	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1440.045689033817	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2779.6820593454922	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	532.7804844966618	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1211.6193553177266	0.0	1.0	546.4727875759685	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2381.786274862928	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2243.193282692189	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1797.7066959399863	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1688.9919540243013	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2532.7779919149516	0.0	1.0	411.55010046474996	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2731.101476062746	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1320.980782389448	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2246.1672935497745	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1695.9647106033651	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2272.257250409119	0.0	1.0	1108.658511947574	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	513.8919817749179	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	854.2315420438152	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2795.035765452569	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	500.77612816461976	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1314.8380013697413	0.0	1.0	1261.999606658213	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2317.1743047897535	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1244.3224220588493	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	705.7345047839451	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2769.3485014596895	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1017.1801079477966	0.0	1.0	597.869273783684	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2001.188723093458	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2486.8955053997843	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1342.9401231451993	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	426.8231023802313	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1457.488153088205	0.0	1.0	1611.137413890519	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1938.0942207476494	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	727.9096793092233	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2789.947254142788	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1712.34893465567	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	342.3388895395266	0.0	1.0	1190.7985208664822	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2264.526753388016	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1814.8850166317252	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2768.6028752146244	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	756.1114660126714	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1457.879185375989	0.0	1.0	2711.931424102503	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2647.3389601228223	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2978.4708576406083	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	823.1559045790824	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2802.306997947624	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2074.7045608437834	0.0	1.0	1671.4254873579791	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2798.8752044755	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2745.213304220723	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1104.3755613587148	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1126.4268908668287	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1611.717419056693	0.0	1.0	1883.9969268716393	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	541.281651723446	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2983.152311134638	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2407.2382356363687	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1651.4291722235937	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	633.0778664148577	0.0	1.0	1158.0196873410023	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2511.807558185985	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1335.9074386571783	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1376.8111774461602	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2259.777525324099	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1332.364503032523	0.0	1.0	578.305073575642	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1455.5975971853609	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1502.544682270078	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1208.254130671992	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1519.2646774395303	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2688.13553157325	0.0	1.0	553.934444160732	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1162.8066310954289	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1703.4884685769925	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1321.450661138167	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1003.3269499899386	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2324.138874775629	0.0	1.0	1724.2711891819888	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	557.487583271034	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	440.1424894907846	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	651.0692218015756	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1398.6277738633642	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1326.5584328363243	0.0	1.0	603.4698598786788	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1313.2038511098556	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2362.683294835621	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	983.827486675459	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	930.6885437130236	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2827.6715141533427	0.0	1.0	2691.565797586645	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2524.990611418177	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2469.630083507066	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1784.6949743709524	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1732.5612580088177	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1883.1595975720277	0.0	1.0	2784.393930042019	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2081.7995916436957	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	545.0945676917358	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1859.8413987654376	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1396.3244529328986	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1687.5748723641987	0.0	1.0	680.4645070907076	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	949.8675076840525	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	580.4303381066317	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1456.2381405011076	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1086.6351807894298	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2323.073438988835	0.0	1.0	1403.8519954340145	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	721.6811793321986	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	571.498985465419	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2760.103774851118	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2378.9845703355595	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2331.601948877837	0.0	1.0	699.2158759519841	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1699.578656211679	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2532.847341519023	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1195.852982908451	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	333.93752461901767	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2722.607957720465	0.0	1.0	2072.4378002416406	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	814.2594489573873	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	771.2505698488795	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1893.07402654513	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	807.7857890928362	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1854.532737248058	0.0	1.0	2612.648488317673	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2654.3473055708005	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1148.9247833860484	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2548.122377415122	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2848.973259203444	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1774.440831239456	0.0	1.0	396.1253665163664	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	602.508884110912	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2200.914740134848	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1405.4020438290925	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2397.9978707506166	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1184.7739462355894	0.0	1.0	1385.1360537118749	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	655.9061564862092	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2781.2219559573405	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1881.1195787687893	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2561.9001139054526	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2999.103732558928	0.0	1.0	2413.509696448351	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2503.309222671026	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	617.4634097367057	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	729.9591711827695	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1884.7104509911817	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	993.433518164075	0.0	1.0	430.4414581944816	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1616.7012713166396	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2277.5776845966575	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2724.7922694512404	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	954.9434632163658	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2680.5505539981586	0.0	1.0	2270.127240232302	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	794.8508254471888	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2606.0600626364558	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2518.441825659079	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1093.741455818101	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	958.2696975005259	0.0	1.0	929.9363794923439	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	581.7749026928401	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	352.1202433172043	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1624.4787226330563	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	948.1816686629561	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1289.8304175369053	0.0	1.0	897.0556011029506	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2259.6997242851003	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1155.9515031981744	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1960.345023361185	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2236.3192882430453	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1862.540446667979	0.0	1.0	1921.6809719148698	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	999.8999182609703	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1217.4613989464585	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2782.0970920439254	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2017.3471642616028	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2665.885710548317	0.0	1.0	2182.455930798589	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1848.4017311134742	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2738.642851498525	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1292.2825695423708	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1191.7874474776286	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2222.993194714354	0.0	1.0	986.1315769817772	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1914.6074772128732	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2416.521824865655	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2018.6973369608418	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1232.8440098957944	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1051.6961917866488	0.0	1.0	2496.2884501526964	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2470.7670129107805	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1146.5246373534997	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	780.5432357109403	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2106.158257808212	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	575.0299674472021	0.0	1.0	2824.303855709245	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2570.906038709336	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1156.5962582826971	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2014.5512766495688	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2256.2926349757845	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2152.2936078588855	0.0	1.0	754.4799261573029	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1757.2268534911766	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2449.8812060690407	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1570.2068637635264	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	993.4180072231833	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2069.7569725981475	0.0	1.0	2926.1250669129995	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	374.80317115247533	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2901.1451281917216	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2322.5989515427755	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2716.6013275215346	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2413.212006067928	0.0	1.0	1532.2187838532197	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2505.605974014168	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1151.684612061194	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2218.354579328629	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	343.2397079730579	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2899.551272336772	0.0	1.0	1658.7012477853377	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2990.7603582300776	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2235.170782953015	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2089.8733904025526	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2206.9224752670148	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2146.776038714404	0.0	1.0	2428.5781914776244	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2862.2945267930972	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	959.327415172088	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2917.6519066956957	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2544.2982604766357	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1348.5467229977762	0.0	1.0	2088.9268112160225	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	676.2192857279719	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1045.3256138902993	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1691.9608923071257	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	858.577412184381	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	1808.8311945199962	0.0	1.0	654.5847871913156	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2491.576857401999	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	773.6210449182138	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	753.353522605571	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1061.557289408644	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	582.7870133764494	0.0	1.0	2287.035206333954	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1691.4776382787031	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2307.3358741689003	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1125.8215351391195	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	333.42082790834445	0.182159618	0.0001	0.194000006	0.0	1.0	
0.25	2384.159453915114	0.0	1.0	692.5412528174809	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1686.5315542491683	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	2351.952298580788	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1562.9629842565653	0.182159618	0.0001	0.194000006	0.0	1.0	1.0	1253.1169216217486	0.182159618	0.0001	0.194000006	0.0	1.0	
